frameid,trackerid,x_center,y_center,width,height
121,15,234.5,169.5,21.0,25.0
121,16,378.0,295.0,18.0,20.0
121,17,605.5,419.0,27.0,30.0
121,18,275.5,106.0,27.0,22.0
121,19,373.0,441.5,18.0,21.0
121,20,212.0,210.5,32.0,33.0
121,21,165.5,323.0,23.0,30.0
121,22,116.5,276.0,23.0,26.0
121,23,274.0,160.5,20.0,29.0
121,24,255.0,131.0,24.0,30.0
121,25,419.5,107.5,21.0,27.0
121,26,402.0,539.5,38.0,43.0
121,27,487.0,223.5,20.0,25.0
121,28,214.5,283.5,23.0,19.0
121,29,137.0,612.0,22.0,30.0
121,30,88.0,68.0,42.0,44.0
121,31,55.5,400.5,23.0,33.0
121,32,20.5,201.0,25.0,26.0
121,33,541.0,20.5,18.0,31.0
121,34,248.5,270.0,23.0,26.0
121,35,131.0,565.0,18.0,30.0
121,36,262.0,95.0,16.0,22.0
121,37,255.0,222.0,18.0,22.0
121,38,262.5,367.5,21.0,21.0
121,39,558.0,143.0,18.0,24.0
121,40,279.0,15.0,18.0,22.0
121,41,469.0,550.5,18.0,27.0
121,42,262.5,198.0,19.0,18.0
121,43,335.5,81.0,23.0,26.0
121,44,318.0,416.0,22.0,30.0
121,45,251.0,295.5,20.0,23.0
121,46,559.0,47.5,20.0,29.0
121,47,86.5,69.0,37.0,34.0
121,48,615.0,72.5,18.0,27.0
121,49,566.0,129.5,16.0,23.0
121,50,199.0,584.0,22.0,28.0
121,51,534.5,187.5,25.0,21.0
121,52,419.5,546.5,19.0,21.0
121,53,406.5,542.0,23.0,26.0
121,54,179.5,443.5,25.0,31.0
121,55,585.5,197.5,23.0,25.0
121,56,550.5,337.0,21.0,28.0
121,57,542.5,277.0,23.0,24.0
121,58,530.0,344.5,24.0,25.0
121,59,554.5,181.5,23.0,25.0
121,60,591.0,45.5,18.0,25.0
121,61,165.0,595.0,18.0,24.0
121,62,279.5,398.0,25.0,28.0
122,0,235.5,177.0,55.0,56.0
122,1,348.0,440.0,80.0,98.0
122,2,365.0,418.0,18.0,22.0
122,3,357.5,312.5,23.0,25.0
122,4,311.0,198.0,22.0,20.0
122,5,104.0,248.0,20.0,26.0
122,6,234.5,170.0,21.0,24.0
122,7,411.0,416.5,24.0,25.0
122,8,387.5,141.0,25.0,24.0
122,9,252.5,344.0,17.0,24.0
122,10,436.5,83.5,27.0,29.0
122,11,403.5,192.5,21.0,31.0
122,12,81.5,204.0,21.0,28.0
122,13,235.0,512.0,24.0,30.0
122,14,378.0,295.0,18.0,20.0
122,15,343.0,360.0,22.0,34.0
122,16,549.5,477.5,19.0,21.0
122,17,373.0,441.5,18.0,21.0
122,18,276.0,106.0,26.0,22.0
122,19,212.0,210.5,32.0,33.0
122,20,605.5,419.0,27.0,30.0
122,21,165.0,323.0,24.0,30.0
122,22,116.0,276.0,24.0,26.0
122,23,255.0,131.0,24.0,30.0
122,24,137.0,612.0,22.0,30.0
122,25,419.5,107.5,21.0,27.0
122,26,213.5,274.0,23.0,18.0
122,27,274.0,160.5,20.0,29.0
122,28,402.0,539.5,38.0,43.0
122,29,487.0,223.5,20.0,25.0
122,30,541.5,20.5,19.0,31.0
122,31,20.5,201.0,25.0,26.0
122,32,55.5,400.5,23.0,33.0
122,33,199.0,585.0,22.0,26.0
122,34,88.0,68.0,42.0,44.0
122,35,262.0,95.5,16.0,23.0
122,36,248.5,270.0,23.0,26.0
122,37,469.0,550.0,18.0,26.0
122,38,255.0,222.0,18.0,22.0
122,39,131.0,565.0,18.0,30.0
122,40,319.0,415.0,22.0,30.0
122,41,278.5,15.0,19.0,22.0
122,42,335.5,81.5,23.0,27.0
122,43,262.0,198.0,20.0,18.0
122,44,558.0,143.0,18.0,24.0
122,45,262.5,367.5,21.0,21.0
122,46,87.0,68.5,36.0,33.0
122,47,251.0,295.5,20.0,23.0
122,48,559.0,47.5,20.0,29.0
122,49,566.0,129.5,16.0,23.0
122,50,534.5,187.5,25.0,21.0
122,51,615.0,72.5,18.0,27.0
122,52,419.0,546.5,20.0,21.0
122,53,406.5,541.0,23.0,26.0
122,54,179.0,442.0,26.0,30.0
122,55,586.0,197.5,22.0,25.0
122,56,552.5,181.0,23.0,24.0
122,57,542.0,274.0,22.0,26.0
122,58,552.0,333.0,22.0,30.0
122,59,163.0,597.0,18.0,24.0
122,60,527.5,344.0,23.0,26.0
122,61,591.5,49.0,17.0,24.0
123,0,235.5,177.0,55.0,56.0
123,1,348.0,440.5,80.0,97.0
123,2,365.0,418.0,18.0,22.0
123,3,357.5,312.5,23.0,25.0
123,4,311.0,198.0,22.0,20.0
123,5,103.5,248.0,19.0,26.0
123,6,411.0,416.5,24.0,25.0
123,7,81.0,204.0,20.0,28.0
123,8,235.5,512.0,25.0,30.0
123,9,549.5,477.5,19.0,21.0
123,10,387.5,140.5,25.0,25.0
123,11,234.5,170.0,21.0,24.0
123,12,378.0,295.0,18.0,20.0
123,13,436.5,83.5,27.0,29.0
123,14,343.0,360.0,22.0,34.0
123,15,605.5,418.5,27.0,31.0
123,16,373.0,441.5,18.0,21.0
123,17,213.5,274.0,23.0,18.0
123,18,212.0,210.5,32.0,33.0
123,19,275.5,106.0,27.0,22.0
123,20,274.0,160.5,20.0,29.0
123,21,116.5,276.0,23.0,26.0
123,22,165.0,323.0,24.0,30.0
123,23,252.0,344.0,18.0,24.0
123,24,402.0,539.5,38.0,43.0
123,25,403.5,192.5,21.0,31.0
123,26,255.0,131.0,24.0,30.0
123,27,541.0,21.0,18.0,30.0
123,28,487.0,223.5,20.0,25.0
123,29,419.0,107.5,22.0,27.0
123,30,20.5,201.5,25.0,27.0
123,31,88.5,66.5,43.0,45.0
123,32,55.0,400.5,24.0,33.0
123,33,318.5,416.5,21.0,29.0
123,34,199.0,584.5,22.0,27.0
123,35,278.5,15.0,19.0,22.0
123,36,248.5,269.5,23.0,27.0
123,37,262.0,95.5,16.0,23.0
123,38,255.0,222.0,18.0,22.0
123,39,262.0,198.0,20.0,18.0
123,40,335.0,81.5,22.0,27.0
123,41,558.0,144.0,18.0,24.0
123,42,559.0,47.0,20.0,28.0
123,43,131.0,565.0,18.0,30.0
123,44,470.0,551.0,18.0,26.0
123,45,136.5,612.0,21.0,28.0
123,46,566.0,130.0,16.0,24.0
123,47,251.0,295.0,20.0,24.0
123,48,87.0,69.0,36.0,32.0
123,49,262.0,367.0,20.0,22.0
123,50,614.5,72.5,19.0,27.0
123,51,419.0,546.5,20.0,21.0
123,52,585.0,198.5,22.0,25.0
123,53,406.5,542.0,23.0,26.0
123,54,173.5,447.5,25.0,31.0
123,55,532.5,187.5,23.0,21.0
123,56,520.5,339.5,25.0,27.0
123,57,548.0,183.5,22.0,25.0
123,58,552.5,327.5,23.0,31.0
123,59,153.0,599.0,18.0,26.0
123,60,590.5,54.5,17.0,23.0
123,61,274.0,391.0,26.0,26.0
124,0,235.5,177.5,55.0,57.0
124,1,348.0,440.5,80.0,97.0
124,2,358.0,312.5,24.0,25.0
124,3,365.0,418.0,18.0,22.0
124,4,311.0,198.0,22.0,20.0
124,5,103.0,248.0,20.0,26.0
124,6,549.5,477.5,19.0,21.0
124,7,411.0,416.5,24.0,25.0
124,8,81.5,204.0,21.0,28.0
124,9,387.5,140.5,25.0,25.0
124,10,234.5,170.0,21.0,24.0
124,11,343.0,360.0,22.0,34.0
124,12,436.5,83.5,27.0,29.0
124,13,235.5,512.0,25.0,30.0
124,14,378.0,295.0,18.0,20.0
124,15,213.5,274.0,23.0,18.0
124,16,373.0,441.5,18.0,21.0
124,17,276.0,106.0,26.0,22.0
124,18,212.0,210.5,32.0,33.0
124,19,605.0,418.5,28.0,31.0
124,20,116.0,276.0,24.0,26.0
124,21,274.0,160.5,20.0,29.0
124,22,252.0,344.0,18.0,24.0
124,23,403.5,192.0,21.0,30.0
124,24,402.0,539.5,38.0,43.0
124,25,487.0,223.5,20.0,25.0
124,26,540.5,21.0,19.0,30.0
124,27,165.0,323.0,24.0,30.0
124,28,255.0,131.0,24.0,30.0
124,29,419.0,107.5,22.0,27.0
124,30,88.0,66.5,42.0,45.0
124,31,21.0,201.0,26.0,26.0
124,32,55.0,400.5,24.0,33.0
124,33,278.5,15.5,19.0,23.0
124,34,248.5,269.5,23.0,27.0
124,35,255.0,222.0,18.0,22.0
124,36,318.5,416.5,21.0,29.0
124,37,262.0,95.5,16.0,23.0
124,38,198.5,584.5,23.0,27.0
124,39,262.0,198.0,20.0,18.0
124,40,558.0,144.0,18.0,24.0
124,41,559.0,47.5,20.0,29.0
124,42,131.0,564.5,18.0,29.0
124,43,565.5,129.5,15.0,23.0
124,44,334.5,81.5,23.0,27.0
124,45,251.0,295.0,20.0,24.0
124,46,87.0,68.0,36.0,32.0
124,47,584.5,199.0,23.0,24.0
124,48,470.0,551.5,18.0,27.0
124,49,262.0,367.0,20.0,22.0
124,50,136.0,612.0,20.0,28.0
124,51,614.5,72.5,19.0,27.0
124,52,419.0,546.5,20.0,21.0
124,53,406.5,541.0,23.0,26.0
124,54,172.0,448.5,26.0,31.0
124,55,531.5,187.0,23.0,20.0
124,56,557.5,327.5,23.0,29.0
124,57,547.0,184.5,22.0,25.0
124,58,518.5,337.5,25.0,27.0
124,59,590.5,59.0,17.0,24.0
124,60,610.0,298.5,20.0,25.0
124,61,272.5,390.0,25.0,26.0
124,62,152.0,596.5,18.0,25.0
125,0,235.5,177.5,55.0,55.0
125,1,348.0,440.0,80.0,96.0
125,2,365.0,418.0,18.0,22.0
125,3,358.0,312.5,24.0,25.0
125,4,234.5,511.5,25.0,31.0
125,5,168.0,324.0,24.0,30.0
125,6,311.0,198.0,22.0,20.0
125,7,104.0,248.0,20.0,26.0
125,8,412.0,416.5,24.0,25.0
125,9,439.0,84.0,28.0,30.0
125,10,373.0,441.5,18.0,21.0
125,11,213.5,210.5,31.0,33.0
125,12,319.0,415.0,22.0,30.0
125,13,88.0,70.5,36.0,31.0
125,14,256.0,131.0,24.0,30.0
125,15,136.0,613.0,22.0,30.0
125,16,343.0,360.0,22.0,34.0
125,17,80.5,204.0,21.0,28.0
125,18,275.5,106.0,27.0,22.0
125,19,389.5,142.0,25.0,22.0
125,20,213.5,274.0,23.0,18.0
125,21,21.0,201.5,26.0,27.0
125,22,378.0,295.0,18.0,20.0
125,23,403.0,540.0,38.0,42.0
125,24,274.0,161.0,20.0,30.0
125,25,117.0,276.0,24.0,26.0
125,26,234.5,169.5,21.0,25.0
125,27,89.0,69.0,42.0,44.0
125,28,249.5,269.0,23.0,26.0
125,29,56.5,402.0,23.0,34.0
125,30,420.0,107.5,22.0,27.0
125,31,405.0,194.0,20.0,30.0
125,32,541.5,20.5,19.0,31.0
125,33,255.0,222.0,18.0,22.0
125,34,263.0,198.5,20.0,19.0
125,35,466.5,533.0,17.0,28.0
125,36,279.0,14.5,20.0,23.0
125,37,262.0,94.0,16.0,22.0
125,38,605.5,418.5,27.0,29.0
125,39,254.5,341.5,17.0,23.0
125,40,558.0,141.5,18.0,23.0
125,41,488.0,221.5,20.0,25.0
125,42,133.0,563.5,18.0,29.0
125,43,252.5,295.5,19.0,23.0
125,44,421.0,546.0,20.0,22.0
125,45,538.5,191.5,25.0,21.0
125,46,258.0,367.0,22.0,22.0
125,47,559.0,47.5,20.0,29.0
125,48,407.0,541.5,22.0,27.0
125,49,340.5,87.5,25.0,27.0
125,50,77.0,150.5,20.0,31.0
125,51,564.5,330.0,21.0,24.0
125,52,616.0,75.0,20.0,28.0
125,53,567.0,129.5,16.0,23.0
125,54,199.5,584.5,21.0,27.0
125,55,547.5,476.5,19.0,23.0
125,56,289.0,7.5,20.0,15.0
125,57,220.5,618.0,19.0,24.0
125,58,346.0,460.5,22.0,25.0
125,59,631.5,314.0,17.0,22.0
125,60,590.5,179.5,21.0,25.0
125,61,526.5,480.0,23.0,28.0
125,62,621.0,131.5,20.0,25.0
126,0,235.5,177.5,55.0,57.0
126,1,347.5,440.0,81.0,98.0
126,2,365.0,418.0,18.0,22.0
126,3,357.5,312.5,23.0,25.0
126,4,311.0,198.0,22.0,20.0
126,5,235.5,511.5,25.0,31.0
126,6,103.5,248.0,21.0,26.0
126,7,410.5,416.5,23.0,25.0
126,8,550.0,477.5,20.0,21.0
126,9,403.0,192.0,20.0,30.0
126,10,343.0,360.0,22.0,34.0
126,11,81.5,204.5,21.0,27.0
126,12,437.0,83.0,28.0,30.0
126,13,387.5,140.0,25.0,24.0
126,14,274.0,160.5,20.0,29.0
126,15,252.0,344.0,18.0,24.0
126,16,373.0,441.5,18.0,21.0
126,17,234.5,170.0,21.0,24.0
126,18,605.5,419.0,27.0,30.0
126,19,212.5,211.0,31.0,34.0
126,20,213.5,274.0,23.0,18.0
126,21,378.0,295.0,18.0,20.0
126,22,116.0,276.0,24.0,26.0
126,23,136.5,612.0,23.0,30.0
126,24,276.0,106.0,26.0,22.0
126,25,402.0,539.5,38.0,43.0
126,26,21.0,201.5,26.0,27.0
126,27,165.0,323.0,24.0,30.0
126,28,255.0,131.0,24.0,30.0
126,29,419.0,107.5,22.0,27.0
126,30,487.0,223.5,20.0,25.0
126,31,199.0,584.5,22.0,27.0
126,32,540.5,20.5,19.0,31.0
126,33,318.0,416.0,22.0,30.0
126,34,278.5,15.0,19.0,22.0
126,35,558.0,144.0,18.0,24.0
126,36,262.0,95.5,16.0,23.0
126,37,255.0,222.0,18.0,22.0
126,38,248.5,269.5,23.0,27.0
126,39,90.0,67.5,44.0,45.0
126,40,469.0,552.0,18.0,26.0
126,41,131.0,565.0,18.0,30.0
126,42,54.5,400.5,23.0,33.0
126,43,558.5,47.5,21.0,29.0
126,44,262.0,198.5,20.0,19.0
126,45,251.0,295.0,20.0,24.0
126,46,333.5,82.5,23.0,27.0
126,47,87.0,69.0,38.0,34.0
126,48,566.0,128.5,16.0,23.0
126,49,419.0,546.5,20.0,21.0
126,50,215.0,284.0,22.0,20.0
126,51,406.5,541.0,23.0,26.0
126,52,167.5,450.5,27.0,31.0
126,53,614.5,72.0,19.0,28.0
126,54,582.5,200.0,21.0,24.0
126,55,262.0,367.5,20.0,21.0
126,56,530.0,188.0,24.0,22.0
126,57,562.5,320.0,21.0,26.0
126,58,517.0,334.0,22.0,26.0
126,59,526.5,270.5,21.0,25.0
126,60,541.5,190.5,21.0,23.0
126,61,157.0,586.0,16.0,24.0
126,62,588.5,67.5,17.0,25.0
127,0,235.5,177.5,55.0,57.0
127,1,347.5,440.0,81.0,98.0
127,2,365.0,418.0,18.0,22.0
127,3,357.5,312.5,23.0,25.0
127,4,311.0,198.0,22.0,20.0
127,5,235.5,511.5,25.0,31.0
127,6,103.5,248.0,21.0,26.0
127,7,403.0,192.0,20.0,30.0
127,8,550.0,477.5,20.0,21.0
127,9,81.5,204.5,21.0,27.0
127,10,343.0,360.0,22.0,34.0
127,11,410.5,416.5,23.0,25.0
127,12,234.5,170.0,21.0,24.0
127,13,373.0,441.5,18.0,21.0
127,14,436.0,83.0,28.0,30.0
127,15,387.5,140.0,25.0,24.0
127,16,605.5,419.0,27.0,30.0
127,17,251.5,344.5,17.0,23.0
127,18,378.0,295.0,18.0,20.0
127,19,213.5,274.0,23.0,18.0
127,20,212.0,210.5,32.0,33.0
127,21,318.0,416.5,22.0,31.0
127,22,274.0,160.5,20.0,29.0
127,23,116.0,276.0,24.0,26.0
127,24,275.5,106.0,27.0,22.0
127,25,402.0,539.5,38.0,43.0
127,26,419.0,107.5,22.0,27.0
127,27,21.0,201.5,26.0,27.0
127,28,164.5,323.0,23.0,30.0
127,29,487.0,223.5,20.0,25.0
127,30,199.0,584.0,22.0,28.0
127,31,254.5,131.0,25.0,30.0
127,32,540.5,20.5,19.0,31.0
127,33,278.5,15.5,19.0,23.0
127,34,255.0,222.0,18.0,22.0
127,35,136.0,611.5,22.0,29.0
127,36,262.0,95.5,16.0,23.0
127,37,558.0,143.5,18.0,23.0
127,38,248.5,269.5,23.0,27.0
127,39,54.5,400.5,23.0,33.0
127,40,468.5,552.5,19.0,27.0
127,41,262.0,198.0,20.0,18.0
127,42,89.0,67.5,42.0,43.0
127,43,250.5,295.0,19.0,24.0
127,44,87.0,69.0,36.0,32.0
127,45,558.5,47.5,21.0,29.0
127,46,333.0,82.5,22.0,27.0
127,47,583.0,199.0,22.0,24.0
127,48,565.5,129.0,15.0,24.0
127,49,419.0,546.5,20.0,21.0
127,50,130.5,565.0,19.0,30.0
127,51,263.0,367.5,20.0,21.0
127,52,215.0,284.0,22.0,20.0
127,53,406.5,541.0,23.0,26.0
127,54,163.0,454.0,26.0,30.0
127,55,614.5,72.0,19.0,28.0
127,56,518.5,332.5,23.0,27.0
127,57,558.0,314.0,22.0,28.0
127,58,531.5,187.5,25.0,23.0
127,59,522.5,270.5,21.0,25.0
127,60,587.5,70.0,17.0,26.0
127,61,101.5,49.5,23.0,29.0
127,62,152.5,581.0,17.0,24.0
127,63,266.5,388.0,25.0,24.0
128,0,235.5,177.0,55.0,56.0
128,1,347.5,440.0,81.0,98.0
128,2,364.5,418.0,19.0,22.0
128,3,357.5,312.5,23.0,25.0
128,4,311.0,198.0,22.0,20.0
128,5,103.5,248.0,21.0,26.0
128,6,403.0,192.0,20.0,30.0
128,7,549.5,477.5,19.0,21.0
128,8,410.5,416.5,23.0,25.0
128,9,343.0,360.0,22.0,34.0
128,10,235.5,511.5,25.0,31.0
128,11,81.5,204.0,21.0,28.0
128,12,234.5,170.0,21.0,24.0
128,13,251.5,344.5,17.0,23.0
128,14,436.5,83.0,27.0,30.0
128,15,387.5,140.0,25.0,24.0
128,16,605.5,419.0,27.0,30.0
128,17,373.0,441.5,18.0,21.0
128,18,378.0,295.0,18.0,20.0
128,19,213.5,274.0,23.0,18.0
128,20,212.0,210.5,32.0,33.0
128,21,274.0,160.5,20.0,29.0
128,22,275.5,106.0,27.0,22.0
128,23,402.0,539.5,38.0,43.0
128,24,116.0,276.0,24.0,26.0
128,25,487.0,223.5,20.0,25.0
128,26,318.0,416.5,22.0,31.0
128,27,419.0,107.5,22.0,27.0
128,28,164.5,323.0,23.0,30.0
128,29,21.0,201.5,26.0,27.0
128,30,254.5,131.0,25.0,30.0
128,31,540.5,20.5,19.0,31.0
128,32,199.0,584.0,22.0,28.0
128,33,558.0,143.5,18.0,23.0
128,34,278.5,15.5,19.0,23.0
128,35,137.0,611.5,22.0,29.0
128,36,262.0,95.5,16.0,23.0
128,37,255.0,222.0,18.0,22.0
128,38,248.5,269.5,23.0,27.0
128,39,86.5,69.0,35.0,32.0
128,40,54.5,400.5,23.0,33.0
128,41,467.5,552.5,19.0,27.0
128,42,262.0,198.0,20.0,18.0
128,43,88.0,67.0,42.0,44.0
128,44,250.5,295.0,19.0,24.0
128,45,558.5,47.0,21.0,30.0
128,46,333.0,83.0,22.0,28.0
128,47,565.5,129.5,15.0,23.0
128,48,263.0,367.5,20.0,21.0
128,49,418.5,546.5,19.0,21.0
128,50,582.5,199.0,23.0,24.0
128,51,131.0,565.0,18.0,30.0
128,52,162.0,454.0,26.0,30.0
128,53,406.0,541.0,22.0,26.0
128,54,614.5,72.0,19.0,28.0
128,55,520.0,333.0,24.0,28.0
128,56,531.5,187.0,25.0,24.0
128,57,101.5,49.5,21.0,27.0
128,58,555.5,312.0,21.0,28.0
128,59,586.0,72.5,16.0,25.0
128,60,265.0,388.0,24.0,24.0
128,61,150.5,578.5,15.0,23.0
128,62,522.5,264.5,21.0,27.0
129,0,235.5,177.0,55.0,56.0
129,1,348.0,440.5,80.0,97.0
129,2,364.5,418.0,19.0,22.0
129,3,357.5,312.5,23.0,25.0
129,4,311.0,198.0,22.0,20.0
129,5,235.5,511.5,25.0,31.0
129,6,103.5,248.0,21.0,26.0
129,7,549.5,477.5,19.0,21.0
129,8,410.5,416.5,23.0,25.0
129,9,343.0,360.0,22.0,34.0
129,10,378.0,294.5,18.0,19.0
129,11,234.5,170.0,21.0,24.0
129,12,605.5,419.5,27.0,31.0
129,13,81.5,204.0,21.0,28.0
129,14,436.5,83.0,27.0,30.0
129,15,387.0,140.0,24.0,24.0
129,16,402.5,192.0,21.0,30.0
129,17,373.0,441.5,18.0,21.0
129,18,251.5,344.0,17.0,24.0
129,19,212.0,210.5,32.0,33.0
129,20,116.0,276.0,24.0,26.0
129,21,402.0,539.5,38.0,43.0
129,22,487.0,223.5,20.0,25.0
129,23,213.5,274.0,23.0,18.0
129,24,275.5,106.0,27.0,22.0
129,25,136.0,612.0,22.0,30.0
129,26,318.0,417.0,22.0,30.0
129,27,199.0,585.0,22.0,28.0
129,28,21.0,201.5,26.0,27.0
129,29,274.0,160.5,20.0,29.0
129,30,164.0,323.0,24.0,30.0
129,31,419.0,107.5,22.0,27.0
129,32,540.5,20.5,19.0,31.0
129,33,254.5,131.0,25.0,30.0
129,34,558.5,47.5,21.0,29.0
129,35,278.5,15.5,19.0,23.0
129,36,255.0,222.0,18.0,22.0
129,37,262.0,95.5,16.0,23.0
129,38,86.5,69.0,35.0,32.0
129,39,247.5,269.5,23.0,27.0
129,40,250.5,295.0,19.0,24.0
129,41,557.5,144.0,17.0,24.0
129,42,262.0,198.0,20.0,18.0
129,43,54.0,400.5,24.0,33.0
129,44,88.5,67.0,43.0,44.0
129,45,333.0,83.0,22.0,28.0
129,46,418.5,547.0,19.0,20.0
129,47,468.0,554.0,20.0,26.0
129,48,214.5,284.0,23.0,20.0
129,49,263.0,367.5,20.0,21.0
129,50,566.5,129.5,15.0,23.0
129,51,130.0,564.5,18.0,29.0
129,52,406.5,541.0,23.0,26.0
129,53,615.0,72.5,18.0,27.0
129,54,157.5,454.0,27.0,30.0
129,55,582.0,198.5,24.0,25.0
129,56,524.5,333.5,23.0,29.0
129,57,530.5,185.5,25.0,25.0
129,58,589.0,74.5,18.0,25.0
129,59,260.0,384.0,24.0,24.0
129,60,144.0,584.5,18.0,25.0
129,61,555.0,302.0,20.0,28.0
129,62,100.0,50.0,22.0,28.0
129,63,521.5,253.5,21.0,27.0
130,0,235.5,177.0,55.0,56.0
130,1,348.0,440.5,80.0,97.0
130,2,364.5,418.0,19.0,22.0
130,3,311.0,198.0,22.0,20.0
130,4,357.5,312.5,23.0,25.0
130,5,103.0,248.0,20.0,26.0
130,6,550.0,477.5,20.0,21.0
130,7,410.5,416.5,23.0,25.0
130,8,343.0,359.5,22.0,35.0
130,9,234.5,170.0,21.0,24.0
130,10,377.5,294.5,17.0,19.0
130,11,81.0,204.0,20.0,28.0
130,12,387.0,140.5,24.0,25.0
130,13,605.5,419.5,27.0,31.0
130,14,318.0,417.0,22.0,30.0
130,15,235.5,512.0,25.0,30.0
130,16,436.5,84.0,27.0,30.0
130,17,402.5,192.0,21.0,30.0
130,18,251.0,344.0,18.0,24.0
130,19,116.0,276.0,24.0,26.0
130,20,373.0,441.5,18.0,21.0
130,21,212.0,210.5,32.0,33.0
130,22,402.0,539.5,38.0,43.0
130,23,486.5,223.5,19.0,25.0
130,24,213.5,274.0,23.0,18.0
130,25,275.5,106.0,27.0,22.0
130,26,274.0,160.5,20.0,29.0
130,27,21.0,201.5,26.0,27.0
130,28,254.5,131.0,25.0,30.0
130,29,419.5,107.5,21.0,27.0
130,30,540.5,20.5,19.0,31.0
130,31,164.0,323.0,24.0,30.0
130,32,199.0,584.5,22.0,27.0
130,33,278.5,15.5,19.0,23.0
130,34,250.5,295.0,19.0,24.0
130,35,255.0,222.0,18.0,22.0
130,36,262.0,95.5,16.0,23.0
130,37,558.5,47.5,21.0,29.0
130,38,136.5,612.0,21.0,30.0
130,39,262.0,197.5,20.0,19.0
130,40,247.5,269.5,23.0,27.0
130,41,54.5,400.0,23.0,34.0
130,42,88.5,68.0,43.0,44.0
130,43,332.0,84.0,22.0,28.0
130,44,418.5,547.0,19.0,20.0
130,45,86.5,69.0,35.0,32.0
130,46,557.5,143.5,17.0,23.0
130,47,214.5,284.0,23.0,20.0
130,48,263.5,367.0,19.0,20.0
130,49,406.5,541.0,23.0,26.0
130,50,154.0,454.5,26.0,29.0
130,51,469.0,554.5,20.0,25.0
130,52,566.5,129.5,15.0,23.0
130,53,129.5,564.5,17.0,29.0
130,54,526.5,332.0,23.0,30.0
130,55,614.5,72.5,19.0,27.0
130,56,517.5,251.0,21.0,26.0
130,57,579.0,196.5,24.0,25.0
130,58,591.5,79.0,17.0,26.0
130,59,531.0,187.0,26.0,24.0
130,60,258.5,381.0,25.0,24.0
130,61,558.0,295.0,22.0,30.0
130,62,139.0,581.0,18.0,24.0
130,63,103.0,53.0,22.0,26.0
130,64,629.0,300.0,22.0,32.0
131,0,235.5,177.0,55.0,56.0
131,1,348.0,440.0,80.0,98.0
131,2,364.5,418.0,19.0,22.0
131,3,311.0,198.0,22.0,20.0
131,4,103.0,248.0,20.0,26.0
131,5,357.0,312.5,24.0,25.0
131,6,550.0,477.5,20.0,21.0
131,7,410.5,416.5,23.0,25.0
131,8,235.5,512.0,25.0,30.0
131,9,343.0,359.5,22.0,35.0
131,10,605.5,419.5,27.0,31.0
131,11,234.5,170.0,21.0,24.0
131,12,81.5,204.0,21.0,28.0
131,13,377.5,294.5,17.0,19.0
131,14,402.5,192.0,21.0,30.0
131,15,387.0,140.5,24.0,25.0
131,16,436.5,84.0,27.0,30.0
131,17,486.5,223.5,19.0,25.0
131,18,116.0,276.0,24.0,26.0
131,19,212.0,210.5,32.0,33.0
131,20,251.0,344.0,18.0,24.0
131,21,319.0,416.0,22.0,30.0
131,22,372.5,441.5,19.0,21.0
131,23,402.0,539.5,38.0,43.0
131,24,213.5,274.0,23.0,18.0
131,25,275.5,106.0,27.0,22.0
131,26,21.0,201.0,26.0,26.0
131,27,274.0,160.5,20.0,29.0
131,28,254.5,130.5,25.0,31.0
131,29,419.5,107.5,21.0,27.0
131,30,163.5,323.0,23.0,30.0
131,31,540.5,20.5,19.0,31.0
131,32,278.5,15.5,19.0,23.0
131,33,262.0,95.5,16.0,23.0
131,34,255.0,222.0,18.0,22.0
131,35,88.0,67.5,42.0,43.0
131,36,250.5,295.0,19.0,24.0
131,37,247.5,269.5,23.0,27.0
131,38,262.0,198.5,20.0,19.0
131,39,558.5,47.5,21.0,29.0
131,40,199.0,584.5,22.0,27.0
131,41,54.0,400.0,24.0,34.0
131,42,136.5,611.5,21.0,29.0
131,43,332.0,84.0,22.0,28.0
131,44,152.0,457.5,26.0,29.0
131,45,418.5,546.5,19.0,21.0
131,46,558.0,144.0,18.0,24.0
131,47,86.5,69.0,35.0,32.0
131,48,407.5,541.0,23.0,26.0
131,49,469.0,554.5,20.0,25.0
131,50,263.5,367.0,19.0,20.0
131,51,567.0,129.5,16.0,23.0
131,52,614.5,72.5,19.0,27.0
131,53,526.0,331.0,24.0,30.0
131,54,129.5,565.0,17.0,28.0
131,55,561.5,294.0,23.0,30.0
131,56,579.5,195.5,23.0,25.0
131,57,590.0,83.0,18.0,26.0
131,58,517.0,250.0,22.0,26.0
131,59,530.5,186.5,25.0,23.0
131,60,104.0,53.5,24.0,27.0
131,61,257.5,380.0,25.0,24.0
131,62,136.0,578.5,18.0,25.0
131,63,630.0,295.5,20.0,29.0
132,0,235.5,177.0,55.0,56.0
132,1,348.0,440.0,80.0,98.0
132,2,364.5,418.0,19.0,22.0
132,3,311.0,198.0,22.0,20.0
132,4,103.0,247.5,20.0,25.0
132,5,357.0,312.0,24.0,26.0
132,6,550.0,477.5,20.0,21.0
132,7,410.5,416.5,23.0,25.0
132,8,343.0,360.0,22.0,34.0
132,9,235.5,511.5,25.0,31.0
132,10,234.5,170.0,21.0,24.0
132,11,81.0,204.0,20.0,28.0
132,12,605.5,419.0,27.0,30.0
132,13,387.0,140.5,24.0,25.0
132,14,377.5,294.5,17.0,19.0
132,15,402.5,192.0,21.0,30.0
132,16,436.0,83.5,28.0,31.0
